src/app/achievement/card/page.tsx:  phonetics_complete: { title: '四十音毕业', subtitle: '托里和你一起学完了发音', icon: '🎓' },
src/app/buddy/invite/page.tsx:              <h1 className="text-lg font-bold text-[var(--text-primary)]">接受学习搭子邀请</h1>
src/app/buddy/invite/page.tsx:            <h1 className="text-lg font-bold text-[var(--text-primary)]">发起学习搭子</h1>
src/app/buddy/invite/page.tsx:                <p className="text-sm font-medium text-[var(--text-primary)] mb-2">学习目标</p>
src/app/buddy/invite/page.tsx:                <p className="text-sm font-medium text-[var(--text-primary)] mb-2">每天学习时间</p>
src/app/buddy/page.tsx:        <h1 className="text-xl font-bold text-[var(--text-primary)]">找个一起学习的朋友吧</h1>
src/app/buddy/[id]/page.tsx:        <h1 className="text-lg font-bold text-[var(--text-primary)]">学习搭子</h1>
src/app/course/page.tsx:          <span className="text-sm font-medium text-[var(--text-primary)]">学习进度</span>
src/app/daily/page.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)] section-header">今日学习</h1>
src/app/daily/page.tsx:          查看30天课程路线
src/app/diary/[token]/DiaryClient.tsx:  if (days < 7) return '刚开始学习的每一天都是闪亮的！托里会一直陪着你 🌱';
src/app/diary/[token]/DiaryClient.tsx:  if (days < 100) return '学习成为了一种习惯，托里最喜欢和你一起学习的时光 ✨';
src/app/diary/[token]/DiaryClient.tsx:  return '百天的坚持，你已经是托里心中最棒的学习伙伴了！未来还要一起走 🌟';
src/app/diary/[token]/DiaryClient.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)]">韩语学习日记</h1>
src/app/diary/[token]/DiaryClient.tsx:              <Star size={14} className="fill-current" /> 深度学习者
src/app/diary/[token]/DiaryClient.tsx:            {startDate} 加入 · 已学习 {data.studyDays} 天
src/app/diary/[token]/DiaryClient.tsx:            { label: '学习单词', value: data.totalWords, icon: '📚' },
src/app/diary/[token]/DiaryClient.tsx:              最常复习的词汇
src/app/diary/[token]/DiaryClient.tsx:          韩语学习日记 · 和托里一起成长
src/app/diary/[token]/page.tsx:    return { title: '页面不存在 - 韩语学习日记' };
src/app/diary/[token]/page.tsx:    title: `${data.nickname} 的学习日记 - 韩语学习日记`,
src/app/diary/[token]/page.tsx:    description: `${data.nickname} 已经坚持学习 ${data.studyDays} 天，掌握了 ${data.totalWords} 个韩语单词！`,
src/app/diary/[token]/page.tsx:      title: `${data.nickname}的韩语学习日记`,
src/app/diary/[token]/page.tsx:      description: `已学习${data.studyDays}天 · ${data.totalWords}个单词 · 和托里一起成长`,
src/app/dictation/page.tsx:              {mode === 'daily' ? '今日挑战完成!' : '练习完成!'}
src/app/dictation/page.tsx:          <h1 className="text-xl font-bold text-[var(--text-primary)]">没有可练习的内容</h1>
src/app/dictation/page.tsx:        <h1 className="text-2xl font-bold text-[var(--text-primary)]">听写练习</h1>
src/app/dictionary/page.tsx:          收录 44,000+ 词条，来自国立国语院韩国语基础词典
src/app/grammar/page.tsx:        { prompt: '"在学校学习"', options: ['학교에 공부해요.', '학교에서 공부해요.'], answer: '학교에서 공부해요.', explanation: '공부하다 是动作，用 에서。' },
src/app/grammar/page.tsx:              <p className="text-[10px] text-[var(--text-muted)]">学习中</p>
src/app/grammar/page.tsx:            开始 3 分钟练习
src/app/grammar/page.tsx:            <p className="text-sm font-bold text-[var(--text-primary)] mb-3">继续学习</p>
src/app/grammar/page.tsx:                      {state.status === 'mastered' ? '已掌握' : state.status === 'difficult' ? '易错' : '学习中'}
src/app/grammar/page.tsx:        <p className="text-[var(--text-secondary)] text-sm mt-1">按 TOPIK 等级和分类学习韩语语法</p>
src/app/HomePage.tsx:    hour >= 14 && hour < 18 ? '下午好 🍵 托里在等你一起学习' :
src/app/HomePage.tsx:    '这么晚还在学习 💜 注意休息，明天继续';
src/app/HomePage.tsx:        <span className="text-xl ml-1 font-extrabold text-[var(--text-primary)]" style={{ fontFamily: "'KaiTi', 'STKaiti', system-ui, sans-serif" }}>韩语学习日记</span>
src/app/HomePage.tsx:              {profile ? `안녕하세요, ${profile.nickname}` : '开始学习'}
src/app/HomePage.tsx:      {/* Main CTA — 开始今日学习 */}
src/app/HomePage.tsx:            <div className="text-lg font-bold text-white">开始今日学习</div>
src/app/HomePage.tsx:            已掌握 <span className="font-bold text-[var(--mint-soft)]">{stats.masteredCount}</span> 个单词，继续学习新的吧
src/app/HomePage.tsx:                <span className="text-xs text-[var(--text-secondary)]">词汇进度</span>
src/app/HomePage.tsx:            <span className="text-sm font-medium text-[var(--text-primary)]">今日学习建议</span>
src/app/HomePage.tsx:                  text: `今日还需学习 ${wordsLeft} 个单词才能完成目标（${todayLog?.wordsLearned || 0}/${profile.dailyGoalWords}）`,
src/app/HomePage.tsx:                  action: '去学习',
src/app/HomePage.tsx:                  action: '去学习',
src/app/HomePage.tsx:              <div className="text-sm font-medium text-[var(--text-primary)]">听写练习</div>
src/app/HomePage.tsx:              <div className="text-sm font-medium text-[var(--text-primary)]">发音练习</div>
src/app/HomePage.tsx:              <div className="text-sm font-medium text-[var(--text-primary)]">学习统计</div>
src/app/HomePage.tsx:          { label: '学习中', value: stats.learningCount, color: 'text-[var(--peach-soft)]' },
src/app/HomePage.tsx:            <p className="text-[var(--text-muted)] text-sm">还没有单词，去导入视频或开始每日学习吧</p>
src/app/HomePage.tsx:              const masteryLabels = { new: '新词', learning: '学习中', reviewing: '复习中', mastered: '已掌握' };
src/app/knowledge/page.tsx:          按分类学习韩语单词 · {knowledgeCategories.length} 个分类 · 每个单词配有罗马音、例句和用法提示
src/app/korea/culture/page.tsx:        <h1 className="text-2xl font-bold text-[var(--text-primary)]">👘 韩国文化</h1>
src/app/korea/culture/page.tsx:          从传统韩服到现代K-POP，了解丰富多彩的韩国文化
src/app/korea/culture/[slug]/page.tsx:        <Link href="/korea/culture" className="hover:text-[var(--text-primary)] transition-colors">🇰🇷 韩国文化</Link>
src/app/korea/food/page.tsx:        <h1 className="text-2xl font-bold text-[var(--text-primary)]">🍖 韩国美食</h1>
src/app/korea/food/page.tsx:          从街头小吃到宫廷料理，探索韩国饮食文化
src/app/korea/food/[slug]/page.tsx:        <Link href="/korea/food" className="hover:text-[var(--text-primary)] transition-colors">🇰🇷 韩国美食</Link>
src/app/korea/kpop/page.tsx:            <div className="text-sm text-[var(--text-muted)]">{totalWords}+ 韩语词汇等你学</div>
src/app/korea/travel/page.tsx:        <h1 className="text-2xl font-bold text-[var(--text-primary)]">✈️ 韩国旅行</h1>
src/app/korea/travel/page.tsx:          探索韩国热门城市，学实用的旅行韩语
src/app/korea/travel/[slug]/page.tsx:        <Link href="/korea/travel" className="hover:text-[var(--text-primary)] transition-colors">🇰🇷 韩国旅行</Link>
src/app/layout.tsx:  title: '한국어 - 韩语学习',
src/app/layout.tsx:    title: '韩语学习',
src/app/learn/page.tsx:          <span className="text-[13px] ml-1">词汇 · 语法 · 默写 · 听力 · 测试</span>
src/app/learn/page.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)] section-header">每日学习</h1>
src/app/learn/page.tsx:            <span className="text-xs text-[var(--text-secondary)]">学习进度</span>
src/app/learn/page.tsx:            继续学习第 {profile.currentUnit} 单元
src/app/learn/page.tsx:          {['词汇', '语法', '默写', '听力', '测试'].map((label, i) => (
src/app/learn/page.tsx:          {['词汇', '语法', '默写', '听力', '测试'].map((label, i) => (
src/app/learn/page.tsx:                <Edit3 size={14} /> 专项练习
src/app/learn/page.tsx:                  <p className="text-xs text-[var(--text-muted)] uppercase tracking-wider">造句练习</p>
src/app/learn/page.tsx:          {['词汇', '语法', '默写', '听力', '测试'].map((label, i) => (
src/app/learn/page.tsx:          {['词汇', '语法', '默写', '听力', '测试'].map((label, i) => (
src/app/learn/page.tsx:          {['词汇', '语法', '默写', '听力', '测试'].map((label, i) => (
src/app/learn/page.tsx:            {currentQ.type === 'vocab-ko' ? '词汇·韩→中' :
src/app/learn/page.tsx:             currentQ.type === 'vocab-zh' ? '词汇·中→韩' :
src/app/learn/picture-books/page.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)] section-header">绘本学习</h1>
src/app/learn/picture-books/page.tsx:          <span className="text-sm font-medium text-[var(--text-primary)]">为什么选择绘本学习？</span>
src/app/learn/picture-books/[id]/page.tsx:            学到的词汇
src/app/learn/picture-books/[id]/page.tsx:            朗读全部词汇
src/app/phonetics/page.tsx:          { original: '한국어', originalRead: '한구거', meaning: '韩国语' },
src/app/phonetics/page.tsx:          21个元音 + 19个辅音，科学分步学习。15分钟看懂所有韩文 — 这是你韩语学习的地基模块
src/app/phonetics/page.tsx:      {/* Top-level tab switcher: 分步学习 | 字母表 | 连读规则 */}
src/app/phonetics/page.tsx:          分步学习
src/app/phonetics/page.tsx:      {/* ── 分步学习 tab ── */}
src/app/phonetics/page.tsx:        <span className="text-xs text-[var(--text-muted)] font-medium">测验练习</span>
src/app/phonetics/rules/page.tsx:          { original: '한국어', originalRead: '한구거', meaning: '韩国语' },
src/app/phonetics/rules/page.tsx:        <span className="text-xs text-[var(--text-muted)] font-medium">测验练习</span>
src/app/pronunciation/page.tsx:    key: 'syllable', title: '音节练习', subtitle: '基础音节 · 送气音节 · 紧音音节',
src/app/pronunciation/page.tsx:          发音练习
src/app/pronunciation/page.tsx:            <p className="text-[10px] text-[var(--text-muted)]">练习内容</p>
src/app/pronunciation/page.tsx:            练习你刚学过的 {courseItems.items.length} 个单词发音
src/app/pronunciation/page.tsx:            练习课程单词发音
src/app/pronunciation/page.tsx:          <span className="text-sm font-bold text-[var(--text-primary)]">今日发音练习</span>
src/app/pronunciation/page.tsx:          开始今日发音练习
src/app/reading/[id]/page.tsx:  goals: '学习目标', vocab: '核心词汇', reading: '分段阅读',
src/app/reading/[id]/page.tsx:  key_sentence: '重点句型', quiz: '理解检测', output: '输出练习',
src/app/reading/[id]/page.tsx:            开始预习词汇 <ChevronRight size={18} />
src/app/reading/[id]/page.tsx:              核心词汇 · 读前预热
src/app/reading/[id]/page.tsx:              返回词汇
src/app/reading/[id]/page.tsx:                    {q.type === 'main_idea' ? '主旨' : q.type === 'vocab' ? '词汇' : q.type === 'grammar' ? '语法' : '细节'}
src/app/reading/[id]/page.tsx:                  {quizIdx + 1 >= article.questions.length ? '进入输出练习' : '下一题'}
src/app/reading/[id]/page.tsx:              <span className="text-sm font-bold text-[var(--text-primary)]">输出练习</span>
src/app/reading/[id]/page.tsx:              <span className="text-[var(--text-muted)]">核心词汇</span>
src/app/review/page.tsx:              返回首页
src/app/review/page.tsx:            <button onClick={() => router.push('/learn')} className="px-6 py-3 bg-[var(--pink-primary)] hover:brightness-90 text-white text-sm font-bold rounded-full transition-all active:scale-95 shadow-md">去学习新词</button>
src/app/review/page.tsx:            <button onClick={() => router.push('/')} className="px-6 py-3 bg-[var(--bg-card)]/80 border border-[var(--border-default)] hover:bg-[var(--bg-muted)] text-[var(--text-primary)] text-sm font-medium rounded-full transition-all active:scale-95">返回首页</button>
src/app/settings/page.tsx:          <p className="text-[var(--text-secondary)] text-sm mt-1">个性化你的学习体验</p>
src/app/settings/page.tsx:            <div className="text-sm text-[var(--text-primary)] font-medium">连续学习 {profile.streak} 天</div>
src/app/settings/page.tsx:          <h2 className="text-lg font-medium text-[var(--text-primary)]">学习目标</h2>
src/app/settings/page.tsx:          <label className="text-xs text-[var(--text-secondary)] mb-1.5 block">每日学习单词: {profile.dailyGoalWords} 个</label>
src/app/settings/page.tsx:          <label className="text-xs text-[var(--text-secondary)] mb-1.5 block">每日学习时间: {profile.dailyGoalMinutes} 分钟</label>
src/app/shadowing/page.tsx:        <p className="text-[var(--text-secondary)] text-sm mt-1">粘贴视频链接，导入字幕，逐句影子跟读学习</p>
src/app/shadowing/page.tsx:            开始学习
src/app/shadowing/page.tsx:          <p className="text-[var(--text-muted)] text-sm">还没有学习过的视频</p>
src/app/shadowing/page.tsx:          <h2 className="text-sm font-medium text-[var(--text-secondary)] uppercase tracking-wider">学习记录</h2>
src/app/shadowing/[id]/page.tsx:          {isPlaying ? '暂停同步' : '开始学习'}
src/app/stats/page.tsx:        { name: '学习中', value: masteryCount.learning },
src/app/stats/page.tsx:        { skill: '词汇量', score: vocabScore, fullMark: 100 },
src/app/stats/page.tsx:            <h1 className="text-2xl font-bold text-[var(--text-primary)]">学习统计</h1>
src/app/stats/page.tsx:            <p className="text-[var(--text-secondary)] text-sm mt-1">追踪你的学习进度与成就</p>
src/app/stats/page.tsx:                <span className="text-sm font-medium text-[var(--text-primary)]">学习连续</span>
src/app/stats/page.tsx:            <span className="text-sm font-medium text-[var(--text-primary)]">即将遗忘的词汇</span>
src/app/topik/page.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)] section-header">TOPIK 模拟练习</h1>
src/app/topik/page.tsx:              每部分限时完成，选择答案后显示解析和核心词汇
src/app/topik/page.tsx:                  <span className="text-[13px] text-[var(--text-muted)]">核心词汇:</span>
src/app/topik/page.tsx:                        去练习这个句型 →
src/app/topik/page.tsx:              重新练习
src/app/tori/stickers/page.tsx:    description: '托里的日常生活，学习韩语必备表情包',
src/app/tori/stickers/page.tsx:    name: '托里学习',
src/app/tori/stickers/page.tsx:    description: '学习中的托里，加油打气超可爱',
src/app/tori/stickers/page.tsx:    description: '韩语学习专属表情，每个都有韩文配音',
src/app/tori/stickers/[id]/page.tsx:    { captionZh: '学习中', captionKo: '공부 중' },
src/app/typing/page.tsx:            打字练习
src/app/typing/page.tsx:          <p className="text-xs text-[var(--text-muted)] mt-0.5">韩文盲打训练 · 逐句练习，键盘始终可见</p>
src/app/typing/page.tsx:              <Play size={20} /> 开始练习
src/app/typing/page.tsx:                  <RotateCcw size={17} /> 重新练习
src/app/vocabulary/books/[id]/flashcards/page.tsx:          <p className="text-xs text-[var(--text-muted)]">闪卡学习</p>
src/app/vocabulary/books/[id]/page.tsx:          开始学习
src/app/vocabulary/books/[id]/page.tsx:              new: '新词', learning: '学习中', reviewing: '复习中', mastered: '已掌握',
src/app/vocabulary/levels/page.tsx:          系统打通词汇盲区，逐级攻克 TOPIK 考试词汇
src/app/vocabulary/levels/[level]/page.tsx:              TOPIK {level <= 2 ? 'I' : 'II'} · 核心词汇 {lvl.totalCount.toLocaleString()} 词
src/app/vocabulary/levels/[level]/page.tsx:            <span className="w-2.5 h-2.5 rounded-full" style={{ backgroundColor: 'var(--peach-soft)' }} /> 学习 {learning}
src/app/vocabulary/levels/[level]/page.tsx:                      <span className="text-xs px-1.5 py-0.5 rounded-full bg-[var(--peach-soft)]/10 text-[var(--peach-soft)]">学习中</span>
src/app/vocabulary/library/page.tsx:          系统化词汇学习资源，按场景、分级或教材探索
src/app/vocabulary/page.tsx:          已掌握 {stats.mastered} · 学习中 {stats.learning} · 新词 {stats.newWords}
src/app/vocabulary/page.tsx:            词汇学习
src/app/vocabulary/page.tsx:              <span className="flex items-center gap-1"><span className="w-2 h-2 rounded-full bg-yellow-400" />学习中 {stats.learning}</span>
src/app/vocabulary/page.tsx:          <p className="text-sm text-[var(--text-muted)] max-w-xs mb-6">从场景词包或课程开始你的韩语学习之旅</p>
src/app/vocabulary/page.tsx:              <span className="text-sm font-bold text-[var(--text-primary)]">今日词汇任务</span>
src/app/vocabulary/page.tsx:              {stats.dueReview === 0 && stats.newWords === 0 ? '暂无待复习词汇' : '开始今日词汇练习'}
src/app/vocabulary/page.tsx:              <span className="text-sm font-bold text-[var(--text-primary)]">我的词汇进度</span>
src/app/vocabulary/page.tsx:              <span>学习中 {stats.learning}</span>
src/app/vocabulary/themes/[id]/page.tsx:          <p className="text-xs text-[var(--text-muted)]">已学习</p>
src/app/vocabulary/themes/[id]/page.tsx:                        <span className="text-xs px-1.5 py-0.5 rounded-full bg-[var(--peach-soft)]/10 text-[var(--peach-soft)]">学习中</span>
src/app/vocabulary/themes/[id]/page.tsx:              {addedCount > 0 ? `已添加 ${addedCount} 个新词到复习队列` : `${masteredCount} 掌握 · ${learningCount} 学习中 · ${totalWords - masteredCount - learningCount} 未接触`}
src/app/vocabulary/themes/[id]/page.tsx:            {addedCount > 0 ? '已加入复习' : addingAll ? '添加中...' : '开始闪卡学习'}
src/app/vocabulary/yonsei/page.tsx:          <p className="text-sm text-[var(--text-secondary)] mt-1">연세 한국어 教材同步词汇表，按单元导入学习</p>
src/app/writing/page.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)]">写作练习</h1>
src/app/writing/page.tsx:                { label: '词汇多样性', key: 'vocabulary' as const },
src/app/writing/page.tsx:                 scores.overall >= 60 ? '还有提升空间，加油！' : '需要多加练习，别灰心！'}
src/app/writing/page.tsx:                建议练习的句型
src/app/writing/page.tsx:                    { label: '词汇多样性', value: d.scores.vocabulary },
src/app/writing/page.tsx:          <p className="text-xs text-[var(--text-muted)] mt-1">完成写作练习后，记录将显示在这里</p>
src/components/ArticleLearningModules.tsx:        <span className="text-xs font-medium text-[var(--text-muted)] tracking-wider">📚 深度学习模块</span>
src/components/ArticleLearningModules.tsx:// ── 输出练习 ──────────────────────────────────────────────
src/components/grammar/GrammarSession.tsx:  substitution: '替换练习', choice: '判断对错', output: '造句输出',
src/components/grammar/GrammarSession.tsx:              开始学习
src/components/grammar/GrammarSession.tsx:              {subTemplates.length > 0 ? '开始练习' : '继续'}
src/components/grammar/GrammarSession.tsx:            <Badge text="替换练习" />
src/components/korea/CultureSection.tsx:                      <BookOpen size={14} /> 相关词汇
src/components/korea/HistorySection.tsx:                          <BookOpen size={14} /> 相关词汇
src/components/lesson/BrowseDrawer.tsx:            <h3 className="text-sm font-bold text-[var(--text-primary)] mb-3">✍️ 输出练习</h3>
src/components/lesson/cards/OutputCard.tsx:        <span className="text-sm font-bold text-[var(--text-primary)]">输出练习</span>
src/components/lesson/cards/SummaryCard.tsx:        <span className="text-sm font-bold text-[var(--text-primary)]">学习总结</span>
src/components/lesson/CompletionView.tsx:            label="连续学习"
src/components/lesson/CompletionView.tsx:          <span className="text-sm font-bold text-[var(--text-primary)]">输出练习</span>
src/components/lesson/CompletionView.tsx:          <span className="text-sm font-bold text-[var(--text-primary)]">发音练习</span>
src/components/lesson/CompletionView.tsx:              <span className="text-sm font-bold text-[var(--text-primary)]">句型练习</span>
src/components/lesson/CompletionView.tsx:          {source === 'daily' ? '返回今日学习' : '返回课程地图'}
src/components/lesson/LessonEngine.tsx:      case 'output': return `输出练习 · ${currentCard + 1}/${totalCards}`;
src/components/lesson/MicroFeedback.tsx:    '学习中，很正常',
src/components/Navbar.tsx:      {/* Mobile bottom bar — 5 core items: 首页 / 学习 / 复习 / 词汇 / 更多 */}
src/components/Navbar.tsx:        {/* 首页 */}
src/components/Navbar.tsx:          <Home size={22} />首页
src/components/Navbar.tsx:        {/* 学习 */}
src/components/Navbar.tsx:          <BookOpen size={22} />学习
src/components/Navbar.tsx:        {/* 练习 */}
src/components/Navbar.tsx:          <Gamepad2 size={22} />练习
src/components/Navbar.tsx:        {/* 词汇 */}
src/components/Navbar.tsx:          <LayoutGrid size={22} />词汇
src/components/Onboarding.tsx:                  托里会根据你的水平推荐学习内容
src/components/Onboarding.tsx:                  { key: 'absolute_beginner', level: 'beginner' as const, label: '完全零基础', desc: '从四十音和问候语开始', emoji: '🌱' },
src/components/Onboarding.tsx:                  🐰 学会这个词，你就能和任何韩国人打招呼了！
src/components/Onboarding.tsx:                  继续学习
src/components/PhoneticsWelcome.tsx:              开始学习
src/components/ProgressivePhonetics.tsx:            <span className="text-xs text-[var(--text-secondary)]">学习进度</span>
src/components/ProgressivePhonetics.tsx:            <p className="text-sm font-bold text-[var(--text-primary)]">축하합니다! 韩语40音全部学习完毕！</p>
src/components/ProgressivePhonetics.tsx:                          练习发音 <ArrowRight size={12} />
src/components/pronunciation/PronunciationSession.tsx:        <h2 className="text-lg font-bold text-[var(--text-primary)]">暂无发音练习内容</h2>
src/components/pronunciation/PronunciationSession.tsx:        <p className="text-sm text-[var(--text-muted)]">请先添加一些发音练习项目</p>
src/components/pronunciation/PronunciationSession.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)]">发音练习完成!</h1>
src/components/pronunciation/PronunciationSession.tsx:            完成了 {completedItems} 个内容，开口练习 {totalAttempts} 次
src/components/pronunciation/PronunciationSession.tsx:            <div className="text-xs text-[var(--text-muted)]">练习内容</div>
src/components/pronunciation/PronunciationSession.tsx:            <p className="text-[10px] text-[var(--mint-soft)] mt-1">已练习</p>
src/components/pronunciation/PronunciationSession.tsx:    target: '了解目标', listen: '听标准音', segments: '分段练习',
src/components/pronunciation/PronunciationSession.tsx:              开始练习
src/components/pronunciation/PronunciationSession.tsx:            <StepBadge label="分段练习" />
src/components/pronunciation/PronunciationSession.tsx:                {itemIdx + 1 >= items.length ? '完成练习' : '下一题'}
src/components/ReadingPractice.tsx:            sourceDetail: '四十音综合拼读',
src/components/ReadingPractice.tsx:            开始拼读练习（闪卡模式）
src/components/ReadingPractice.tsx:                ? '拼读练习完成！'
src/components/ReadingPractice.tsx:              重新练习
src/components/VisitorCounter.tsx:      <span>今日学习氛围值</span>
src/components/vocabulary/LevelsSection.tsx:                      <span className="w-2 h-2 rounded-full" style={{ backgroundColor: 'var(--peach-soft)' }} /> 学习 {progress.learning}
src/components/vocabulary/LevelsSection.tsx:                      <span className="w-2 h-2 rounded-full" style={{ backgroundColor: 'var(--peach-soft)' }} /> 学习 {progress.learning}
src/components/vocabulary/ThemesSection.tsx:  '旅行韩国': '✈️',
src/components/vocabulary/ThemesSection.tsx:  '职场学习': '💼',
src/components/vocabulary/VocabularySession.tsx:  'intro': '新词学习',
src/components/vocabulary/VocabularySession.tsx:          <h1 className="text-2xl font-bold text-[var(--text-primary)]">练习完成!</h1>
src/components/vocabulary/VocabularySession.tsx:              连续学习 {streakInfo.streak} 天
src/components/vocabulary/VocabularySession.tsx:            <div className="text-xs text-[var(--text-muted)]">新学词汇</div>
src/components/vocabulary/VocabularySession.tsx:            返回词汇页
src/components/vocabulary/VocabularySession.tsx:              开始练习
src/components/vocabulary/YonseiSection.tsx:          <p className="text-sm font-medium text-[var(--text-primary)]">延世大学韩国语学堂 官方教材</p>
src/components/vocabulary/YonseiSection.tsx:            词汇选自《연세 한국어 1-4》教材，共22个单元，每个单元涵盖15个核心词汇。
src/components/WordBookCard.tsx:            开始学习
src/components/WordCard.tsx:                  已加入词汇本
src/components/WordCard.tsx:                  加入词汇本
src/components/XpOverlay.tsx:                ? '100天连续学习！你是真正的王者！'
src/components/XpOverlay.tsx:                    ? '连续一周学习！토리为你感到骄傲！'
src/data/aiScenarios.ts:          natural: '回应很自然！韩国人用餐前常说这句话。',
src/data/aiScenarios.ts:          betterWay: '被夸的时候说 "아직 많이 부족해요"（还差得远呢）是韩国常见的谦虚说法。',
src/data/articleLearning.ts:        question: '韩国的便利店可以做什么？',
src/data/articleLearning.ts:        question: '韩国便利店最有代表性的饭团是什么形状？',
src/data/articleLearning.ts:        question: '韩国便利店的韩语叫什么？',
src/data/articleLearning.ts:        question: '韩国人平均每天喝几杯咖啡？',
src/data/articleLearning.ts:        question: '韩国咖啡文化兴起的主要原因是？',
src/data/articleLearning.ts:        question: '对长辈打招呼时，韩国人通常会怎么做？',
